Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2003","2003","t","34084624.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2004","2004","t","33598142.07","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2005","2005","t","32551986.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2006","2006","t","31624957","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2007","2007","t","30529903.27","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2008","2008","t","30917662.79","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2009","2009","t","30215369","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2010","2010","t","31188938","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2011","2011","t","32333995","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2012","2012","t","32062471","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2013","2013","t","32255822.11","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2014","2014","t","33133653.18","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2015","2015","t","33855785.92","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2016","2016","t","34624603.84","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2017","2017","t","35298793.07","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2018","2018","t","35869887.14","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2019","2019","t","35644076.87","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2020","2020","t","35317196.61","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2021","2021","t","35455805.46","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01212","Cabbages","2022","2022","t","35603837.73","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1961","1961","t","1612","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1962","1962","t","1756","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1963","1963","t","2042","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1964","1964","t","2346","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1965","1965","t","2577","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1966","1966","t","3236","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1967","1967","t","3566","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1968","1968","t","3540","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1969","1969","t","3748","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1970","1970","t","3836","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1971","1971","t","3934","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1972","1972","t","5029","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1973","1973","t","6017","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1974","1974","t","6068","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1975","1975","t","4066","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1976","1976","t","4009","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1977","1977","t","4052","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1978","1978","t","4047","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1979","1979","t","5036","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1980","1980","t","5051","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1981","1981","t","6052","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1982","1982","t","6054","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1983","1983","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1984","1984","t","9000","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1985","1985","t","7000","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1986","1986","t","7700","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1987","1987","t","8600","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1988","1988","t","10000","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1989","1989","t","8000","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1990","1990","t","6300","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1991","1991","t","3500","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1992","1992","t","3800","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1993","1993","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1994","1994","t","3250","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1995","1995","t","3196","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1996","1996","t","3023","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1997","1997","t","3573","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1998","1998","t","6237","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","1999","1999","t","8743","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2000","2000","t","11568","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2001","2001","t","17202","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2002","2002","t","19456","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2003","2003","t","23144","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2004","2004","t","21659","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2005","2005","t","21919","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2006","2006","t","25655","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2007","2007","t","26000","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2008","2008","t","33278","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2009","2009","t","70405","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2010","2010","t","49596","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2011","2011","t","65384","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2012","2012","t","92064","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2013","2013","t","116826","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2014","2014","t","127585.93","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2015","2015","t","115896.76","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2016","2016","t","114186.44","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2017","2017","t","115110.14","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2018","2018","t","116519","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2019","2019","t","121012","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2020","2020","t","114970","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2021","2021","t","108906","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01610","Coffee, green","2022","2022","t","108885.67","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1961","1961","t","18027091","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1962","1962","t","16286265","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1963","1963","t","20614528","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1964","1964","t","22732100","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1965","1965","t","23691079","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1966","1966","t","29181639","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1967","1967","t","31014082","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1968","1968","t","29121485","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1969","1969","t","28464781","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1970","1970","t","33087416","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1971","1971","t","35906819","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1972","1972","t","32170532","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1973","1973","t","38714175","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1974","1974","t","43027098","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1975","1975","t","47357880","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1976","1976","t","48264215","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1977","1977","t","49495001","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1978","1978","t","56057169","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1979","1979","t","60138515","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1980","1980","t","62715141","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1981","1981","t","59306226","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1982","1982","t","60678419","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1983","1983","t","68405449","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1984","1984","t","73650192","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1985","1985","t","64102307","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1986","1986","t","71177305","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1987","1987","t","79601782","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1988","1988","t","77723756","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1989","1989","t","79310405","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1990","1990","t","97213883","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1991","1991","t","99147826","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1992","1992","t","95772877","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1993","1993","t","103109999","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1994","1994","t","99674118","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1995","1995","t","112361571","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1996","1996","t","127865412","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1997","1997","t","104647617","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1998","1998","t","133197612","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","1999","1999","t","128287195","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2000","2000","t","106178315","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2001","2001","t","114255995","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2002","2002","t","120188915","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2003","2003","t","115997909","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2004","2004","t","130434297","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2005","2005","t","139498473","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2006","2006","t","151731441","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2007","2007","t","152418870","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2008","2008","t","166032097","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2009","2009","t","164107560","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2010","2010","t","177540788","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2011","2011","t","192904232","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2012","2012","t","205719284","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2013","2013","t","218621905","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2014","2014","t","215812100","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2015","2015","t","265157307","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2016","2016","t","263777750","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2017","2017","t","259256299","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2018","2018","t","257348659","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2019","2019","t","260957662","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2020","2020","t","260876476.33","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2021","2021","t","272762124","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2022","2022","t","277415553.14","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1961","1961","t","213547","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1962","1962","t","237307","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1963","1963","t","211307","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1964","1964","t","276682","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1965","1965","t","281005","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1966","1966","t","320389","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1967","1967","t","348081","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1968","1968","t","364364","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1969","1969","t","380013","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1970","1970","t","395191","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1971","1971","t","417529","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1972","1972","t","394384","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1973","1973","t","389982","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1974","1974","t","371851","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1975","1975","t","384978","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1976","1976","t","356830","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1977","1977","t","357193","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1978","1978","t","329627","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1979","1979","t","322277","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1980","1980","t","304004","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1981","1981","t","272039","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1982","1982","t","278900","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1983","1983","t","240194","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1984","1984","t","255609","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1985","1985","t","332902","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1986","1986","t","507941","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1987","1987","t","605337","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1988","1988","t","713278","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1989","1989","t","741692","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1990","1990","t","697178","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1991","1991","t","670699","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1992","1992","t","667961","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1993","1993","t","732011","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1994","1994","t","737253","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1995","1995","t","795829","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1996","1996","t","854113","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1997","1997","t","827974","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1998","1998","t","960982","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","1999","1999","t","1231050","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2000","2000","t","1214035","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2001","2001","t","1257691","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2002","2002","t","1243580","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2003","2003","t","1269707","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2004","2004","t","1266799","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2005","2005","t","1288772","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2006","2006","t","1382288","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2007","2007","t","1368511","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2008","2008","t","1359260","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2009","2009","t","1434169","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2010","2010","t","1438572","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2011","2011","t","1514267","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2012","2012","t","1583811","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2013","2013","t","1685165","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2014","2014","t","1753643","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2015","2015","t","1832498","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2016","2016","t","1926661","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2017","2017","t","2048331","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2018","2018","t","2489168","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2019","2019","t","2589775","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2020","2020","t","2266028","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2021","2021","t","2301836","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01318","Pineapples","2022","2022","t","2363729.62","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1961","1961","t","12907173","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1962","1962","t","13807856","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1963","1963","t","12009773","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1964","1964","t","14019152","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1965","1965","t","16016136","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1966","1966","t","18016015","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1967","1967","t","17923043","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1968","1968","t","17822132","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1969","1969","t","19328100","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1970","1970","t","21523634","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1971","1971","t","22034145","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1972","1972","t","23526744","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1973","1973","t","27026622","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1974","1974","t","26026285","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1975","1975","t","24339922","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1976","1976","t","22643895","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1977","1977","t","26729743","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1978","1978","t","28584813","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1979","1979","t","25649852","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1980","1980","t","25896072","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1981","1981","t","24698093","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1982","1982","t","25729955","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1983","1983","t","27811795","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1984","1984","t","28230096","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1985","1985","t","26792976","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1986","1986","t","25041164","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1987","1987","t","26721382","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1988","1988","t","31662590","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1989","1989","t","31095842","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1990","1990","t","32031189","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1991","1991","t","30441105","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1992","1992","t","37826206","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1993","1993","t","45941583","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1994","1994","t","43836390","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1995","1995","t","45983531","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1996","1996","t","53078698","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1997","1997","t","57259986","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1998","1998","t","64618163","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","1999","1999","t","56140097","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2000","2000","t","66318167","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2001","2001","t","64597619","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2002","2002","t","70225831","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2003","2003","t","68138764","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2004","2004","t","72243279","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2005","2005","t","70911229","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2006","2006","t","64536069","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2007","2007","t","63820389","A","Official figure",""
